qid,question,answer,solution,score
pope_test00043,Is there a person in the image?,"No, there is no person in the image.",no,1.0
pope_test00044,Is there a toaster in the image?,"Yes, there is a toaster in the image. It is located on the top shelf of the microwave.",yes,1.0
pope_test00045,Is there a book in the image?,"Yes, there is a book in the image. It is located on the wall to the left of the microwave.",no,0.0
pope_test00046,Is there a microwave in the image?,"Yes, there is a microwave in the image. It is located on the top shelf of a cubby.",yes,1.0
pope_test00047,Is there a bottle in the image?,"No, there is no bottle in the image.",no,1.0
pope_test00048,Is there a backpack in the image?,"Yes, there is a backpack in the image. It is being worn by a person standing on the right side of the image.",yes,1.0
pope_test00049,Is there a handbag in the image?,"Yes, there is a plastic bag on the ground behind the person in the red and white uniform. It appears to be a handbag.",no,0.0
pope_test00050,Is there a person in the image?,"Yes, there is a person in the image. The person is lying on the ground, wearing a white and red outfit, and appears to be a skier who has fallen.",yes,1.0
pope_test00051,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00052,Is there a skis in the image?,"Yes, there is a ski in the image. The ski is located on the left side of the image, and it appears to be attached to the person's foot.",yes,1.0
pope_test00053,Is there a snowboard in the image?,"No, there is a pair of skis in the image.",no,1.0
pope_test00054,Is there a bird in the image?,"Yes, there is a bird in the image. The bird is a seagull. It is standing on a rock in the foreground of the image.",yes,1.0
pope_test00055,Is there a handbag in the image?,"No, there is no handbag in the image.",no,1.0
pope_test00056,Is there a person in the image?,"Yes, there are people in the image. There are three people in the boats and one person standing on the shore.",yes,1.0
pope_test00057,Is there a car in the image?,"No, there are no cars in the image. There are several boats in the water.",no,1.0
pope_test00058,Is there a boat in the image?,"Yes, there are several boats in the image.",yes,1.0
pope_test00059,Is there a chair in the image?,"No, there does not appear to be a chair in the image.",no,1.0
pope_test00060,Is there a person in the image?,"Yes, there are several people in the image.",yes,1.0
pope_test00061,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00062,Is there an orange in the imange?,"Yes, there are many oranges in the image.",yes,1.0
pope_test00063,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00064,Is there a bottle in the image?,"Yes, there is a bottle in the image. The bottle is made of ice and is used to hold the orange juice.",yes,1.0
pope_test00065,Is there a cup in the image?,"Yes, there is a glass pitcher in the image. It is filled with ice and orange juice.",no,0.0
pope_test00066,Is there a backpack in the image?,"Yes, there is a backpack in the image. It is on the right side of the image, and it appears to be on the back of a person who is helping push the bus.",yes,1.0
pope_test00067,Is there a handbag in the image?,"No, there does not appear to be a handbag in the image.",no,1.0
pope_test00068,Is there a person in the image?,"Yes, there are several people in the image.",yes,1.0
pope_test00069,Is there a car in the image?,"No, there is no car in the image. There is a bus.",no,1.0
pope_test00070,Is there a bus in the image?,"Yes, there is a bus in the image.",yes,1.0
pope_test00071,Is there a traffic light in the image?,"Yes, there is a traffic light in the image. It is located on the left side of the image, behind the bus.",no,0.0
pope_test00072,Is there a person in the image?,"Yes, there is a person in the image. The person is wearing a black shirt and pants and has long dreadlocks. They are holding a pizza over an open oven door.",yes,1.0
pope_test00073,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00074,Is there a dining table in the image?,"Yes, there is a dining table in the image. It is located on the left side of the image, behind the man.",yes,1.0
pope_test00075,Is there a cup in the image?,"No, there does not appear to be a cup in the image.",no,1.0
pope_test00076,Is there a chair in the image?,"Yes, there is a chair in the image. It is located behind the man and to the left of the oven.",yes,1.0
pope_test00077,Is there a couch in the image?,"No, there is no couch in the image.",no,1.0
pope_test00078,Is there a person in the image?,"Yes, there is a person in the image. The person appears to be a young girl, likely a child, sitting at a table eating food.",yes,1.0
pope_test00079,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00080,Is there a sandwich in the image?,"Yes, there is a sandwich in the image. The sandwich appears to be a hot dog with toppings.",yes,1.0
pope_test00081,Is there a bowl in the image?,"Yes, there is a blue and white bowl on the table behind the girl.",no,0.0
pope_test00082,Is there a hot dog in the image?,"Yes, there is a hot dog in the image. The hot dog is on a bun and appears to be covered with chili and cheese.",yes,1.0
pope_test00083,Is there a handbag in the image?,"Yes, there is a handbag in the background of the image. It appears to be a large black bag with a blue cloth on top of it.",no,0.0
pope_test00084,Is there a person in the image?,"Yes, there are two people in the image.",yes,1.0
pope_test00085,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00086,Is there a car in the image?,"Yes, there is a car in the image. It is silver and parked in the background.",yes,1.0
pope_test00087,Is there a truck in the image?,"Yes, there is a truck in the image. It is a white truck with a blue tarp on the back. It is parked behind the fence.",no,0.0
pope_test00088,Is there a frisbee in the image?,"Yes, there is a frisbee in the image. It is being caught by the man in the white shirt.",yes,1.0
pope_test00089,Is there a dog in the image?,"No, there does not appear to be a dog in the image.",no,1.0
pope_test00090,Is there a knife in the image?,"Yes, there is a knife in the image. The man is holding a knife in his right hand and appears to be about to cut the cake.",yes,1.0
pope_test00091,Is there a cup in the image?,"No, there is no cup in the image.",no,1.0
pope_test00092,Is there a person in the image?,"Yes, there are two people in the image. The man is wearing a black suit and the woman is wearing a white dress.",yes,1.0
pope_test00093,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00094,Is there a cake in the image?,"Yes, there is a cake in the image. The cake is white with pink and yellow decorations and has three tiers. It is sitting on a table covered with a white tablecloth.",yes,1.0
pope_test00095,Is there a bottle in the image?,"No, there does not appear to be a bottle in the image.",no,1.0
pope_test00096,Is there a person in the image?,"Yes, there is a person in the image. The person is a woman with red hair and a black leather jacket who is looking at her phone.",yes,1.0
pope_test00097,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00098,Is there a remote in the image?,"No, there is no remote in the image. However, the woman appears to be holding a cell phone.",yes,0.0
pope_test00099,Is there a tv in the image?,"No, there is no television in the image.",no,1.0
pope_test00100,Is there a handbag in the image?,"Yes, there is a pink handbag in the image. It is partially visible in the bottom right corner of the image.",yes,1.0
pope_test00101,Is there a backpack in the image?,"No, there is no backpack in the image. There is a pink bag that appears to be a purse or handbag.",no,1.0
pope_test00102,Is there a baseball glove in the image?,"Yes, there is a baseball glove in the image. The catcher is wearing a baseball glove on his left hand.",yes,1.0
pope_test00103,Is there a sports ball in the image?,"Yes, there is a baseball bat in the image.",no,0.0
pope_test00104,Is there a person in the image?,"Yes, there are three people in the image.",yes,1.0
pope_test00105,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00106,Is there a baseball bat in the image?,"Yes, there is a baseball bat in the image. The batter is holding the bat in his hands.",yes,1.0
pope_test00107,Is there a bench in the image?,"Yes, there is a bench in the image. The catcher is crouched down behind the batter, and the umpire is standing behind him, indicating that they are at home plate. The bench is located behind the catcher and the umpire.",no,0.0
pope_test00108,Is there a sink in the image?,"Yes, there is a sink in the image. The sink is located on the right side of the image and has a mirror above it.",yes,1.0
pope_test00109,Is there a bottle in the image?,"Yes, there are two bottles on the wall to the left of the shower.",no,0.0
pope_test00110,Is there a bench in the image?,"Yes, there is a bench in the image. It is located in the corner of the room, adjacent to the shower.",yes,1.0
pope_test00111,Is there a person in the image?,"No, there does not appear to be a person in the image.",no,1.0
pope_test00112,Is there a toilet in the image?,"Yes, there is a toilet in the image. The toilet is located on the right side of the image, partially obscured by a glass partition.",yes,1.0
pope_test00113,Is there a vase in the image?,"No, there does not appear to be a vase in the image.",no,1.0
pope_test00114,Is there a person in the image?,"Yes, there is a person in the image. The person is a woman with blonde hair and is partially visible on the left side of the image.",yes,1.0
pope_test00115,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00116,Is there a teddy bear in the image?,"Yes, there is a teddy bear in the image. The teddy bear is light brown and has a pink flower on its head. It is sitting next to a woman's face.",yes,1.0
pope_test00117,Is there a bed in the image?,"No, there is no bed in the image.",no,1.0
pope_test00118,Is there a bear in the image?,"Yes, there is a teddy bear in the image. The teddy bear is light brown and has a pink flower on its head.",yes,1.0
pope_test00119,Is there a couch in the image?,"No, there is no couch in the image.",no,1.0
pope_test00120,Is there a bowl in the image?,"No, there is no bowl in the image.",yes,0.0
pope_test00121,Is there a cup in the image?,"No, there is no cup in the image.",no,1.0
pope_test00122,Is there a spoon in the image?,"Yes, there is a spoon in the image. It is partially visible in the top right corner of the image.",yes,1.0
pope_test00123,Is there a bottle in the image?,"Yes, there is a bottle in the image. It is partially visible in the top-left corner of the image.",no,0.0
pope_test00124,Is there a sandwich in the image?,"Yes, there is a sandwich in the image. The sandwich is cut in half and placed on a white plate with a side salad.",yes,1.0
pope_test00125,Is there a fork in the image?,"No, there is no fork in the image.",no,1.0
pope_test00126,Is there a bed in the image?,"Yes, there is a bed in the image. The bed is covered with a white comforter and has three cats lying on it.",yes,1.0
pope_test00127,Is there a person in the image?,"There is a person's foot visible in the image, but the rest of their body is not visible.",no,0.0
pope_test00128,Is there a cat in the image?,"Yes, there are three cats in the image.",yes,1.0
pope_test00129,Is there a couch in the image?,"Yes, there is a couch in the image. The couch is covered with a white blanket and has three cats sitting on it.",no,0.0
pope_test00130,Is there a book in the image?,"Yes, there are books on the shelf in the background of the image.",yes,1.0
pope_test00131,Is there a tv in the image?,"Yes, there is a television in the image. It is located in the top left corner of the image.",no,0.0
pope_test00132,Is there a tv in the image?,"Yes, there is a television in the image. It is located on the left side of the desk.",yes,1.0
pope_test00133,Is there a person in the image?,"No, there is no person in the image.",no,1.0
pope_test00134,Is there a mouse in the image?,"Yes, there is a mouse on the desk in front of the laptop on the right.",yes,1.0
pope_test00135,Is there a book in the image?,"Yes, there is a book on the desk in front of the computer on the left.",no,0.0
pope_test00136,Is there a laptop in the image?,"Yes, there are four laptops in the image.",yes,1.0
pope_test00137,Is there a bottle in the image?,"Yes, there is a can of soda in the image. It is sitting on the desk in front of the laptop on the far left.",no,0.0
pope_test00138,Is there a sink in the image?,"Yes, there is a sink in the image. The sink is located on the right side of the image, and it has a white countertop and a silver faucet.",yes,1.0
pope_test00139,Is there a person in the image?,"No, there does not appear to be a person in the image.",no,1.0
pope_test00140,Is there a toothbrush in the image?,"Yes, there is a toothbrush in the image. It is located on the counter next to the sink.",yes,1.0
pope_test00141,Is there a cup in the image?,"Yes, there is a wine glass in the image. It is sitting on the counter next to the sink.",no,0.0
pope_test00142,Is there a bottle in the image?,"Yes, there is a bottle in the image. The bottle is on the counter next to the sink.",yes,1.0
pope_test00143,Is there a dining table in the image?,"No, there is no dining table in the image. The image shows a bathroom with a toilet, sink, and cabinet.",no,1.0
pope_test00144,Is there a truck in the image?,"Yes, there is a truck in the image. The truck is located on the right side of the image, behind the plane. It appears to be a white truck with a flatbed.",yes,1.0
pope_test00145,Is there a person in the image?,"No, there does not appear to be a person in the image.",no,1.0
pope_test00146,Is there an airplane in the imange?,"Yes, there is an airplane in the image. The airplane is a WestJet plane.",yes,1.0
pope_test00147,Is there a backpack in the image?,"No, there does not appear to be a backpack in the image.",no,1.0
pope_test00148,Is there a car in the image?,"Yes, there is a car in the image. It is located on the right side of the image, partially obscured by the plane.",yes,1.0
pope_test00149,Is there a bus in the image?,"Yes, there is a bus in the image. The bus is located on the right side of the image, behind the airplane. It appears to be a white bus with a flat front end and a large engine.",no,0.0
pope_test00150,Is there a backpack in the image?,"Yes, there is a backpack in the image. The person in the image is wearing a red and black backpack.",yes,1.0
pope_test00151,Is there a handbag in the image?,"Yes, there is a red and black backpack on the skier's back.",no,0.0
pope_test00152,Is there a person in the image?,"Yes, there is a person in the image. The person is wearing a backpack and skiing on skis.",yes,1.0
pope_test00153,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00154,Is there a skis in the image?,"Yes, there is a skier in the image.",yes,1.0
pope_test00155,Is there a snowboard in the image?,"No, there is a pair of skis in the image.",no,1.0
pope_test00156,Is there a tv in the image?,"Yes, there is a television in the image. It is located on the right side of the room, sitting on a stand and facing the couch.",yes,1.0
pope_test00157,Is there a dining table in the image?,"No, there does not appear to be a dining table in the image.",no,1.0
pope_test00158,Is there a person in the image?,"Yes, there appears to be a person in the image, but they are not visible. The person is sitting on a couch and is only partially visible.",yes,1.0
pope_test00159,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00160,Is there a couch in the image?,"Yes, there is a couch in the image. The couch is orange and appears to be made of velvet. It is positioned in the foreground of the image, with its back facing the camera.",yes,1.0
pope_test00161,Is there a chair in the image?,"No, there is no chair in the image. However, there is a couch.",no,1.0
pope_test00162,Is there a truck in the image?,"Yes, there is a truck in the image. It is driving down the road in front of the herd of sheep.",yes,1.0
pope_test00163,Is there a car in the image?,"Yes, there is a car in the image. It is a red bus driving away from the viewer on the left side of the road.",no,0.0
pope_test00164,Is there a person in the image?,"Yes, there is a person in the image. The person is riding a horse and is leading a herd of sheep down the road.",yes,1.0
pope_test00165,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00166,Is there a cow in the image?,"Yes, there are several cows in the image. They are being herded by a man on a road in the mountains.",yes,1.0
pope_test00167,Is there a bicycle in the image?,"No, there is no bicycle in the image.",no,1.0
pope_test00168,Is there a dog in the image?,"Yes, there is a dog in the image. The dog is a large breed with a black coat and is sticking its head out of the window of a car.",yes,1.0
pope_test00169,Is there a frisbee in the image?,"No, there is no frisbee in the image.",no,1.0
pope_test00170,Is there a truck in the image?,"Yes, there is a truck in the image. It is driving on the road behind the car that the person is taking a picture from.",yes,1.0
pope_test00171,Is there a traffic light in the image?,"No, there does not appear to be a traffic light in the image.",no,1.0
pope_test00172,Is there a person in the image?,"Yes, there appears to be a person in the image. The person is holding a cell phone and appears to be taking a selfie.",yes,1.0
pope_test00173,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00174,Is there a sink in the image?,"Yes, there is a sink in the image. The cat is drinking from it.",yes,1.0
pope_test00175,Is there a person in the image?,"No, there does not appear to be a person in the image.",no,1.0
pope_test00176,Is there a toothbrush in the image?,"Yes, there are three toothbrushes in the image. They are located on the counter behind the cat.",yes,1.0
pope_test00177,Is there a cup in the image?,"No, there is no cup in the image.",no,1.0
pope_test00178,Is there a bottle in the image?,"No, there is no bottle in the image. There are toothbrushes in the background, but they are not bottles.",yes,0.0
pope_test00179,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00180,Is there a person in the image?,"Yes, there are two people in the image. One is standing in the doorway of the building and the other is walking down the street.",yes,1.0
pope_test00181,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00182,Is there a bicycle in the image?,"Yes, there is a bicycle in the image. It is located on the left side of the image, partially obscured by the clothing stand.",yes,1.0
pope_test00183,Is there a motorcycle in the image?,"Yes, there is a bicycle in the image. It is located on the left side of the image.",no,0.0
pope_test00184,Is there an umbrella in the imange?,"Yes, there is an umbrella in the image. It is red, white, and blue, and it is open.",yes,1.0
pope_test00185,Is there a handbag in the image?,"No, there does not appear to be a handbag in the image.",no,1.0
pope_test00186,Is there a person in the image?,"Yes, there are several people in the image.",yes,1.0
pope_test00187,Is there a car in the image?,"No, there does not appear to be a car in the image.",no,1.0
pope_test00188,Is there a bicycle in the image?,"Yes, there is a bicycle in the image. It is located on the left side of the image, partially visible behind the man in the white shirt.",yes,1.0
pope_test00189,Is there a motorcycle in the image?,"No, there is no motorcycle in the image. There is a bicycle, but no motorcycle.",no,1.0
pope_test00190,Is there a skateboard in the image?,"Yes, there is a skateboard in the image. The skateboard is being used by a man who is performing a trick on it.",yes,1.0
pope_test00191,Is there a bench in the image?,"Yes, there is a bench in the image. The bench is made of wood and has a black top. It is being used by a skateboarder to perform a trick.",no,0.0
pope_test00192,Is there a laptop in the image?,"Yes, there is a laptop in the image. It is white and has a screen that is turned on.",yes,1.0
pope_test00193,Is there a person in the image?,"Yes, there are several people in the image. There is a photo of a group of people on the desk and a person on the phone screen.",no,0.0
pope_test00194,Is there a remote in the image?,"Yes, there is a remote on the desk in front of the laptop.",yes,1.0
pope_test00195,Is there a couch in the image?,"No, there is no couch in the image.",no,1.0
pope_test00196,Is there a dining table in the image?,"No, there is no dining table in the image. The image shows a desk with a computer and other items on it.",yes,0.0
pope_test00197,Is there a cup in the image?,"Yes, there is a red cup on the top shelf of the computer desk.",no,0.0
pope_test00198,Is there a snowboard in the image?,"No, the image shows a wakeboarder on a wakeboard, not a snowboard.",yes,0.0
pope_test00199,Is there a skis in the image?,"No, there is a wakeboard in the image.",no,1.0
pope_test00200,Is there a person in the image?,"Yes, there is a person in the image. The person is wearing a helmet and is riding a wakeboard.",yes,1.0
pope_test00201,Is there a car in the image?,"No, there is no car in the image. The image shows a man wakeboarding on the water.",no,1.0
pope_test00202,Is there a surfboard in the image?,"Yes, there is a surfboard in the image. The man is riding on it.",yes,1.0
pope_test00203,Is there an umbrella in the imange?,"No, there is no umbrella in the image.",no,1.0
pope_test00204,Is there a bird in the image?,"Yes, there are several birds in the image.",yes,1.0
pope_test00205,Is there a handbag in the image?,"No, there is no handbag in the image.",no,1.0
pope_test00206,Is there a person in the image?,"Yes, there are several people in the image. They are standing on the beach near the boat.",yes,1.0
pope_test00207,Is there a car in the image?,"No, there is no car in the image. There is a boat on the beach.",no,1.0
pope_test00208,Is there a boat in the image?,"Yes, there is a boat in the image. It is a small sailboat that is sitting on the beach.",yes,1.0
pope_test00209,Is there a chair in the image?,"No, there is no chair in the image.",no,1.0
pope_test00210,Is there a dog in the image?,"Yes, there is a dog in the image. The dog is a German Shepherd.",yes,1.0
pope_test00211,Is there a truck in the image?,"Yes, there is a truck in the image. It is white and appears to be parked on the side of the road.",no,0.0
pope_test00212,Is there a person in the image?,"Yes, there is a person in the image. The person is walking a dog on a leash.",yes,1.0
pope_test00213,Is there a dining table in the image?,"No, there does not appear to be a dining table in the image.",no,1.0
pope_test00214,Is there a car in the image?,"Yes, there is a car in the image. It is located in the background, on the right side of the image.",yes,1.0
pope_test00215,Is there a bus in the image?,"Yes, there is a bus in the image. It is located in the background, behind the man and his dog.",no,0.0
pope_test00216,Is there a person in the image?,"Yes, there is a person in the image, but only their feet are visible. They are wearing blue jeans and black shoes, and they are riding a skateboard.",yes,1.0
pope_test00217,Is there a dining table in the image?,"No, there is no dining table in the image. The image shows a skateboarder riding down a street with cars and trees in the background.",no,1.0
pope_test00218,Is there a skateboard in the image?,"Yes, there is a skateboard in the image. The skateboard is positioned in the center of the image, with its wheels facing towards the bottom of the frame. The skateboard appears to be moving quickly, as evidenced by the blurred motion lines on the road.",yes,1.0
pope_test00219,Is there a bicycle in the image?,"No, there is no bicycle in the image. There is a skateboard in the image.",no,1.0
pope_test00220,Is there a car in the image?,"Yes, there are several cars in the image.",yes,1.0
pope_test00221,Is there a truck in the image?,"Yes, there is a truck in the image. It is located on the left side of the image, partially obscured by the skateboard.",no,0.0
pope_test00222,Is there a person in the image?,"Yes, there appears to be a person in the image, as evidenced by the hands and feet visible in the background.",yes,1.0
pope_test00223,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00224,Is there a fork in the image?,"Yes, there is a fork in the image. It is being held by the person on the right side of the image.",yes,1.0
pope_test00225,Is there a dining table in the image?,"No, there is no dining table in the image. The food is being served on a plate that is sitting on a black metal grill.",no,1.0
pope_test00226,Is there a knife in the image?,"Yes, there are two knives in the image. One is being held in the left hand and the other is being held in the right hand.",yes,1.0
pope_test00227,Is there a spoon in the image?,"Yes, there is a spoon in the image. It is being held by the person on the right side of the image.",no,0.0
pope_test00228,Is there a tv in the image?,"Yes, there is a computer monitor in the image. It is located on the left side of the desk.",yes,1.0
pope_test00229,Is there a chair in the image?,"No, there is no chair visible in the image.",no,1.0
pope_test00230,Is there a person in the image?,"Yes, there is a person in the image. The person is sitting at a desk with their hands on a laptop keyboard.",yes,1.0
pope_test00231,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00232,Is there a mouse in the image?,"Yes, there is a mouse in the image. The mouse is white and is located on the desk in front of the computer monitor.",yes,1.0
pope_test00233,Is there a cell phone in the image?,"Yes, there is a cell phone on the desk in front of the laptop.",no,0.0
pope_test00234,Is there a tv in the image?,"Yes, there are several TVs in the image.",yes,1.0
pope_test00235,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00236,Is there a backpack in the image?,"Yes, there is a backpack in the image. It is located on the luggage cart in the center of the image.",yes,1.0
pope_test00237,Is there a handbag in the image?,"Yes, there is a handbag in the image. It is located on the luggage cart in the center of the image.",no,0.0
pope_test00238,Is there a person in the image?,"Yes, there are several people in the image.",yes,1.0
pope_test00239,Is there a car in the image?,"No, there is no car in the image. The image shows a busy airport terminal with luggage carts and people, but no vehicles.",no,1.0
pope_test00240,Is there a car in the image?,"No, there is no car in the image. The image shows the interior of a train car with a window and a bed.",yes,0.0
pope_test00241,Is there a person in the image?,There does not appear to be a person in the image.,no,0.0
pope_test00242,Is there a train in the image?,"Yes, there is a train in the image. The train is visible through the window, and it appears to be moving.",yes,1.0
pope_test00243,Is there a truck in the image?,"No, there is no truck in the image. The image shows the interior of a train car with a window and a bed.",no,1.0
pope_test00244,Is there a bed in the image?,"Yes, there is a bed in the image. The bed is located on the left side of the image and appears to be a bunk bed.",yes,1.0
pope_test00245,Is there a book in the image?,"Yes, there is a book on the shelf above the window.",no,0.0
pope_test00246,Is there a traffic light in the image?,"Yes, there is a traffic light in the image. It is located on the left side of the image, near the street.",yes,1.0
pope_test00247,Is there a bus in the image?,"No, there is no bus in the image.",no,1.0
pope_test00248,Is there a truck in the image?,"Yes, there is a white truck in the image.",yes,1.0
pope_test00249,Is there a motorcycle in the image?,"Yes, there is a motorcycle parked on the sidewalk to the right of the clock.",no,0.0
pope_test00250,Is there a clock in the image?,"Yes, there is a clock in the image. The clock is located on a pole in the middle of the street.",yes,1.0
pope_test00251,Is there a chair in the image?,"No, there does not appear to be a chair in the image.",no,1.0
pope_test00252,Is there a person in the image?,"Yes, there are several people in the image.",yes,1.0
pope_test00253,Is there a car in the image?,"No, there is no car in the image.",no,1.0
pope_test00254,Is there a bottle in the image?,"Yes, there is a bottle in the image. The bottle is a plastic bottle with a green label and a white cap. It appears to contain a brown liquid, possibly juice or tea.",yes,1.0
pope_test00255,Is there a spoon in the image?,"Yes, there is a spoon on the table in front of the man.",no,0.0
pope_test00256,Is there a dining table in the image?,"Yes, there is a dining table in the image. The table is white and has a few items on it, including a bottle of juice, a cup of coffee, and a cake.",yes,1.0
pope_test00257,Is there a laptop in the image?,"No, there is no laptop visible in the image.",no,1.0
pope_test00258,Is there a car in the image?,"No, there does not appear to be a car in the image.",yes,0.0
pope_test00259,Is there a truck in the image?,"No, there is no truck visible in the image.",no,1.0
pope_test00260,Is there a person in the image?,"Yes, there are several people in the image.",yes,1.0
pope_test00261,Is there a dining table in the image?,"No, there is no dining table in the image.",no,1.0
pope_test00262,Is there a sports ball in the image?,"Yes, there is a sports ball in the image. The ball is white with a gold center and appears to be a soccer ball.",yes,1.0
pope_test00263,Is there a tennis racket in the image?,"No, there is no tennis racket in the image. The image shows a soccer game with players wearing orange and white uniforms, and a soccer ball in the air.",no,1.0
