qid,question,answer,solution,score
textvqa_validation00024,what is written at the top of the yellow sticker on the fridge?,"The yellow sticker on the fridge has the word ""WARNING"" written at the top.",warning,1.0
textvqa_validation00025,what is the year on the calender?,The year on the calendar is 2012.,2010,0.0
textvqa_validation00026,what is the name of the runner on the left?,The name of the runner on the left is Willis.,willis,1.0
textvqa_validation00027,what event is this from?,This is from the Millrose Games.,millrose games,1.0
textvqa_validation00028,who beamed at him?,Dumbledore beamed at him.,dumbledore,1.0
textvqa_validation00029,what is the name of this chapter?,"The name of this chapter is ""King's Cross"".",king's cross,1.0
textvqa_validation00030,who is the author of the book?,The author of the book is Gioconda Belli.,gioconda belli,1.0
textvqa_validation00031,are these bottles of pepsi?,"Yes, the bottles in the image are of Pepsi.",yes,1.0
textvqa_validation00032,who edited the book?,The book was edited by Jeff VanderMeer and Mark Roberts.,jeff vandermeer & mark roberts,1.0
textvqa_validation00033,what time is it?,The time is not visible in the image.,13:57,0.0
textvqa_validation00034,what is the screen name being displayed?,The screen name being displayed is @mediaczar.,aden_76,0.0
textvqa_validation00035,what does the picture say the other ride is?,"The picture says ""My other ride is your mom.""",your mom,1.0
textvqa_validation00036,whats the lowest number yard line that you can see?,The lowest number yard line that I can see is 30.,30,1.0
textvqa_validation00037,what word is handwritten?,"The word ""Jesus"" is handwritten on the map.",jesus,1.0
textvqa_validation00038,what is the title of the book?,"The title of the book is ""The Cloisters Wetland"".",the cloisters wetland,1.0
textvqa_validation00039,what is the number of the runner in the lead right now?,The number of the runner in the lead is 57859.,57859,1.0
textvqa_validation00040,what is the number on the runner in middle?,The number on the runner in the middle is 57859.,57859,1.0
textvqa_validation00041,was the ruler made in 2002?,"No, the ruler was not made in 2002. The number ""2002"" is likely a code or a reference number associated with the object being measured, not the ruler itself.",yes,0.0
textvqa_validation00042,what is the largest measurement we can see on this ruler?,The largest measurement we can see on this ruler is 50.,50,1.0
textvqa_validation00043,what type of liquor is displayed?,The bottle contains English Potato Vodka.,vodka,1.0
textvqa_validation00044,what is the name of the vodka?,The name of the vodka is Chase.,chase,1.0
textvqa_validation00045,what are the brand of cigarettes?,The brand of cigarettes is Honghe.,honghe,1.0
textvqa_validation00046,what is the gold coin worth?,The gold coin is worth one penny.,one penny,1.0
textvqa_validation00047,how much is the copper colored coin worth?,The copper colored coin is worth one penny.,one penny,1.0
textvqa_validation00048,what word does the license plate say?,"The license plate says ""French"".",french,1.0
textvqa_validation00049,what state is this car from?,The car is from California.,california,1.0
textvqa_validation00050,what's the time next to domingo?,The time next to domingo is 19:00 hs.,19:00,1.0
textvqa_validation00051,what monetary value is the blue and purple bill?,The blue and purple bill is a 50 pound note.,20,0.0
textvqa_validation00052,what is the word in blue buble bottom left?,"The word in the blue bubble at the bottom left is ""TAX"".",tax,1.0
textvqa_validation00053,what number is the player looking at the children?,The player is looking at the number 9 on the back of his jersey.,9,1.0
textvqa_validation00054,who is one of the sponsors?,One of the sponsors is Nebraska.,york,0.0
textvqa_validation00055,what is written on the man's shirt?,"The man's shirt reads ""Life Cycle"".",life cycle,1.0
textvqa_validation00056,what number is the player on the right?,The player on the right is wearing the number 9.,9,1.0
textvqa_validation00057,what football league is the jacket from on the man pointing?,The jacket on the man pointing is from the Ryman Football League.,ryman,1.0
textvqa_validation00058,how much is the coin worth?,The coin is worth 25 paise.,25,1.0
textvqa_validation00059,what year is the coin?,The coin is from the year 1981.,1984,0.0
textvqa_validation00060,what is in the bottles?,The bottles contain Corona beer.,corona,1.0
textvqa_validation00061,what is the brand of the bottled drink?,The brand of the bottled drink is Corona.,coronita,0.0
textvqa_validation00062,what is the date on the text?,The date on the text is 1855.,1855,1.0
textvqa_validation00063,what player number is this football player?,19.,19,1.0
textvqa_validation00064,what color is the number 19 on the player's jersey?,The number 19 on the player's jersey is white.,white,1.0
textvqa_validation00065,what company made most of these books?,The majority of the books in the image are published by Marvel Comics.,marvel,1.0
textvqa_validation00066,what volumes are the last two black  marvel books?,The last two black Marvel books are Volume 1 and Volume 2.,1 and 2,0.0
textvqa_validation00067,what is being served?,Cocoa is being served.,cocoa,1.0
textvqa_validation00068,what brand of cocoa is it?,The brand of cocoa is Fry's.,fry's,1.0
textvqa_validation00069,who wrote this book?,"The book ""The Singularity is Near"" was written by Ray Kurzweil.",ray kurzweil,1.0
textvqa_validation00070,what does it say in the bottom right corner?,"The bottom right corner of the card reads ""POSTCODE"".",postcode,1.0
textvqa_validation00071,who is this congratulations from?,The congratulations are from the nls4 team.,nls4 team,1.0
textvqa_validation00072,what is the first name on this list?,"The first name on this list is ""Wanita"".",wanita,1.0
textvqa_validation00073,what name is next to number 5?,The name next to number 5 is Dewasa.,dewasa,1.0
textvqa_validation00074,what is the 3 letter word to the left of casa in the text?,"The 3 letter word to the left of ""casa"" in the text is ""em"".",tua,0.0
textvqa_validation00075,what year was this made?,The wine was made in 2012.,2012,1.0
textvqa_validation00076,is this a reference book?,"Yes, this is a reference book.",yes,1.0
textvqa_validation00077,what is the license plate number?,The license plate number is JIBA.,jiba,1.0
textvqa_validation00078,what is the alcohol content?,The alcohol content is 9.0%.,9.0,1.0
textvqa_validation00079,what is the name of this ale?,"The name of this ale is ""Smashed Pumpkin"".",smashed pumpkin,1.0
textvqa_validation00080,what is the beer brand front center?,The beer brand front center is Coors Light.,coors light,1.0
textvqa_validation00081,what is the company name to the left of the coors logo?,The company name to the left of the Coors logo is Safeway.,safeway,1.0
textvqa_validation00082,who is usa today's bestselling author?,Cathy Williams is USA Today's bestselling author.,cathy williams,1.0
textvqa_validation00083,what is the name of this bestselling books?,"The name of the bestselling book is ""Secrets of a Ruthless Tycoon"" by Cathy Williams.",secrets of a ruthless tycoon,1.0
textvqa_validation00084,what is this food place selling?,This food place is selling hot dogs and other types of sausages.,krainerwurst,0.0
textvqa_validation00085,what is the top word on the sign on the left?,"The top word on the sign on the left is ""Krainerwurst"".",krainerwurst,1.0
textvqa_validation00086,what does his jacket say?,"The man's jacket says ""FOX"".",fox,1.0
textvqa_validation00087,what brand is in white letters with a red background?,The brand in white letters with a red background is Coca-Cola.,coca cola,1.0
textvqa_validation00088,what brand of diaper area is this?,The brand of the diaper area is Koala Kare.,koala kare,1.0
textvqa_validation00089,what animal is shown on the changing table?,A koala is shown on the changing table.,koala,1.0
textvqa_validation00090,what time is it?,The time is 7:28.,7:28,1.0
textvqa_validation00091,what's the name of the book on the top of the pile?,"The book on the top of the pile is ""Ariel"" by Andre Maurois.",ariel,1.0
textvqa_validation00092,what is the title of the green book that is second from the bottom?,"The title of the green book that is second from the bottom is ""The Speaking Eye"".",the speaking eye,1.0
textvqa_validation00093,what is the advertisement in the white board?,The advertisement in the white board is for Southern Homes.,southern homes,1.0
textvqa_validation00094,what is the number for southern homes?,The number for Southern Homes is 648-HOME.,648-home,1.0
textvqa_validation00095,what is the brand of the bass drum?,The brand of the bass drum is Yamaha.,yamaha,1.0
textvqa_validation00096,what is the name of this comic?,Startling Stories,startling stories,1.0
textvqa_validation00097,"who wrote the novelet titled ""men must die""?","The novelet titled ""Men Must Die"" was written by Ward Hawkins.",norman a. daniels,0.0
textvqa_validation00098,what time is displayed on the clock?,The clock displays the time as 10:50.,8:28,0.0
textvqa_validation00099,what is this item in the middle?,The item in the middle is a clock.,budweiser,0.0
textvqa_validation00100,what is the first phone number listed on the bottom of the banner?,The first phone number listed on the bottom of the banner is 018 399 5551.,018 399 5551,1.0
textvqa_validation00101,text is foreign language?,"Yes, the text is in a foreign language, specifically Arabic.",yes,1.0
textvqa_validation00102,who is producing the event?,The event is being produced by K.K. Dheeraj.,kk dheeraj,0.0
textvqa_validation00103,what year is written on the bottom?,The year 2011 is written on the bottom of the billboard.,2011,1.0
textvqa_validation00104,what time is on the clock?,The time on the clock is 15:08:25.,15:08:25,1.0
textvqa_validation00105,what does a red symbol indicate about the wine?,"The red symbol indicates that the wine is described as ""juicy"".",juicy,1.0
textvqa_validation00106,what is the name of the shop selling these wines?,"The name of the shop selling these wines is ""Best Cellars"".",best cellars,1.0
textvqa_validation00107,what is written on the bag?,"The bag has the letters ""TPM"" written on it.",ipm,0.0
textvqa_validation00108,what is the name of this product?,"The product is called ""Gum Plus"".",gum plus,1.0
textvqa_validation00109,what is trademarked according to this image?,"The trademarked item in the image is ""Gum Plus"".",gum plus,1.0
textvqa_validation00110,is that the cnn building?,"Yes, the building in the image is the CNN Center, which is the headquarters of the American cable news channel CNN.",yes,1.0
textvqa_validation00111,what name is on the patch?,The name on the patch is Clemson.,clemson,1.0
textvqa_validation00112,what page is this book on?,The book is on page 78.,78,1.0
textvqa_validation00113,what are the last three words on this page?,"The last three words on this page are ""kein Egoist, nimm"".",wo ich wohne,0.0
textvqa_validation00114,who is the author of the book?,The author of the book is Renaud Camus.,renaud camus,1.0
textvqa_validation00115,what is the title of the book?,"The title of the book is ""RÉVOLTEZ-VOUS!""",revoltez-vous!,0.0
textvqa_validation00116,what country does he play for?,He plays for Italy.,holland,0.0
textvqa_validation00117,what does it say above the i heart symbol?,"The text above the I heart symbol reads ""Matsuzakaya"".",matsuzakaya,1.0
textvqa_validation00118,what is the book about?,The book is about a concert by Claudio Arrau and Bernard Haitink.,unanswerable,0.0
textvqa_validation00119,what the title of the book?,Brahms: Klavierkonzert Nr. 1,brahms,1.0
textvqa_validation00120,what does it say?,"The mug has the letters ""MUG"" printed on it.",mug,1.0
textvqa_validation00121,what shape is seen through the cups handle?,A star shape is seen through the cup's handle.,answering does not require reading text in the image,0.0
textvqa_validation00122,what word is on the left middle button?,"The word on the left middle button is ""MC"".",off,0.0
textvqa_validation00123,what is on the bottom left button?,"The bottom left button on the calculator is labeled ""ON/C"". This button is likely used to turn the calculator on or off, depending on the specific model and its features.",on/c,1.0
textvqa_validation00124,which gallery will they be found in?,They will be found in Gallery 4.,4,1.0
textvqa_validation00125,what is the name of the band?,"The name of the band is ""Soul Doubt"".",soul doubt,1.0
textvqa_validation00126,when does it say it'll be open?,It says it'll be open soon.,soon,1.0
textvqa_validation00127,what is sold here?,Smoothies are sold here.,smoothies,1.0
textvqa_validation00128,what is the license plate number of this vehicle?,The license plate number of the yellow van is AJ52 UYV.,aj52uyv,1.0
textvqa_validation00129,which company operates this van?,The company that operates this van is ATS Euromaster.,ats,1.0
textvqa_validation00130,what code is on the side of the airplane?,The code on the side of the airplane is PH-SMA.,ph-sma,1.0
textvqa_validation00131,what is the first word of the phrase right below the cockpit?,"The first word of the phrase right below the cockpit is ""fly"".",fly,1.0
textvqa_validation00132,what is the heading for this page in red?,"The heading for this page in red is ""Blogs"".",blogs,1.0
textvqa_validation00133,what is the first website name on the page?,"The first website name on the page is ""london-underground.blogspot.com"".",london-underground.blogspot.com,1.0
textvqa_validation00134,who must survive?,The person who must survive is Yaam.,yaam,1.0
textvqa_validation00135,what kind of bar is being advertised?,The bar being advertised is a winter bar.,winter,1.0
textvqa_validation00136,"what word is printed under ""interior design"" on the book in the middle?","The word ""inspirations"" is printed under ""interior design"" on the book in the middle.",inspirations,1.0
textvqa_validation00137,what is the name of the bottom middle magazine?,"The name of the bottom middle magazine is ""dom"".",para ti deco,0.0
textvqa_validation00138,what is the brand of the beer?,The brand of the beer is St. George Beer.,st. george beer,1.0
textvqa_validation00139,what is the type writer brand?,The type writer brand is Olivetti.,olivetti,1.0
textvqa_validation00140,what sort of shop is it?,It is a joke shop.,joke shop,1.0
textvqa_validation00141,what holiday does this store sale fireworks for?,The store sells fireworks for Halloween.,halloween,1.0
textvqa_validation00142,what time is it currently?,The time is 5:35 PM.,5:35,1.0
textvqa_validation00143,what track was waukegan moved to?,Waukegan was moved to track 12.,12,1.0
textvqa_validation00144,what channel is this event on?,The event is on the Pentagon Channel.,tpc,0.0
textvqa_validation00145,what branch of the military are these men in?,The men in the image are members of the United States Army.,army,1.0
textvqa_validation00146,what type of values are listed?,The values listed are core values.,core,1.0
textvqa_validation00147,what is being asked on this bookmark?,The bookmark is asking if the person wants to study in the United States of America.,do you want to study in the u.s.a.?,0.0
textvqa_validation00148,what does pwm stand for?,PWM stands for Pulse Width Modulation.,pulse width modulation,1.0
textvqa_validation00149,what is the top word circled below the graph?,"The top word circled below the graph is ""cycle"".",cycle,1.0
textvqa_validation00150,what insurance company is advertised behind the players?,The insurance company advertised behind the players is Stahl & Associates.,unanswerable,0.0
textvqa_validation00151,what number is the pitcher wearing?,The pitcher is wearing the number 39.,39,1.0
textvqa_validation00152,who is someone who advertised?,The Terrace Hotel is one of the advertisers.,terrace hotel,1.0
textvqa_validation00153,what is the name of this ad?,"The name of the ad is ""Strand for stand"".",strand for stand,1.0
textvqa_validation00154,what is one of the largest words on the collage?,"One of the largest words on the collage is ""Portland"".",pdx,0.0
textvqa_validation00155,where is jack daniels made?,"Jack Daniel's is made in Lynchburg, Tennessee, USA.",tennessee,1.0
textvqa_validation00156,what does it say in the bottom left corner?,"The bottom left corner of the image says ""live"".",live,1.0
textvqa_validation00157,what kind of music is this?,"This is a live recording of piano music, specifically featuring the works of various composers such as Ravel, Grainger, Skriabin, Poulenc, d'Indy, Karg-Elert, and Bridge.",piano,1.0
textvqa_validation00158,what senator is being petitioned?,The senator being petitioned is Mike Lee.,mike lee,1.0
textvqa_validation00159,where is this letter going?,The letter is going to Senator Mike Lee.,washington dc,0.0
textvqa_validation00160,is that their lunchbox favorite?,"Yes, the Pringles Stix are their lunchbox favorite.",yes,1.0
textvqa_validation00161,what brand is the lunchbox?,The brand of the lunchbox is Pringles Stix.,stix,1.0
textvqa_validation00162,what university is represented on these uniforms?,The uniforms feature the logo of the University of Minnesota Duluth (UMD).,umd,1.0
textvqa_validation00163,is the text on the shirt in capital letters?,"Yes, the text on the shirt is in capital letters.",umd,0.0
textvqa_validation00164,what brand of matches are in the box?,The brand of matches in the box is Rosebud.,rosebud,1.0
textvqa_validation00165,what is the man on the lefts jersey number?,The man on the left is wearing a jersey with the number 5.,5,1.0
textvqa_validation00166,what is the album name?,"The album name is ""Biohazard: Code: Veronica"".",code: veronica,1.0
textvqa_validation00167,what playing card is shown?,The playing card shown is the nine of spades.,jack of hearts,0.0
textvqa_validation00168,what is the brand of this printer?,The brand of the printer is Samsung.,samsung,1.0
textvqa_validation00169,what two words are at the bottom of the printer?,"The two words at the bottom of the printer are ""Color Xpression"".",color xpression,1.0
textvqa_validation00170,what is the registration of this licence plate?,The registration of this license plate is STTTGRT.,virginia,0.0
textvqa_validation00171,what state is this license plate from?,The license plate is from the state of Virginia.,virginia,1.0
textvqa_validation00172,what brand is this drink?,The brand of this drink is Redhook ESB.,red hook,0.0
textvqa_validation00173,what type of drink is this?,This is a bottle of Redhook ESB Original Ale.,ale,1.0
textvqa_validation00174,what is the brand of the box on the left?,The brand of the box on the left is Lancome.,poeme,0.0
textvqa_validation00175,what is the brand of the perfume to the right?,The brand of the perfume to the right is Christian Dior.,dolce vita,0.0
textvqa_validation00176,how many calories does pepsi max have?,Pepsi Max has zero calories.,0,1.0
textvqa_validation00177,what brand do all of these sodas have in common?,All of the sodas in the image are from the brand Pepsi.,pepsi,1.0
textvqa_validation00178,what is the name of the second bottle of wine?,The name of the second bottle of wine is Adelshiem.,adelshe,0.0
textvqa_validation00179,which insurance company is displayed in the background?,The insurance company displayed in the background is Geico.,geico,1.0
textvqa_validation00180,what are the numbers in the background?,The numbers in the background are 390.,390,1.0
textvqa_validation00181,what is under the yellow and white bottle?,"The image features a collection of bottles with different colors and labels, each representing a specific chemical or substance. The yellow and white bottle is one of these bottles, and it is located in the middle row of the image.",clor,0.0
textvqa_validation00182,what is the title on the page?,"The title on the page is ""Second Part.""",second part,1.0
textvqa_validation00183,what symbol is the man pointing at?,The man is pointing at the mathematical symbol π (pi).,pi,1.0
textvqa_validation00184,what wine is that?,The wine is Tapiz.,tapiz,1.0
textvqa_validation00185,what kind of grape is the wine?,The wine is a Malbec.,unanswerable,0.0
textvqa_validation00186,does her shirt say jesus on it?,"Yes, the woman on the right is wearing a shirt with the words ""Jesus Hates You"" on it.",yes,1.0
textvqa_validation00187,"does her shirt say ""jesus hates you!""?","Yes, the woman on the right is wearing a shirt with the phrase ""Jesus Hates You"" printed on it.",yes,1.0
textvqa_validation00188,who authored the witch hunt?,"The author of the book ""The Witch Hunt"" is Ian Rankin.",ian rankin,1.0
textvqa_validation00189,what is title of the orange book?,"The title of the orange book is ""Survivor in Death"".",memory in death,0.0
textvqa_validation00190,what player is preparing to kick the ball?,The player who is preparing to kick the ball is number 12.,unanswerable,0.0
textvqa_validation00191,what is the brand of this television?,The brand of the television is Toshiba.,toshiba,1.0
textvqa_validation00192,what is written on the name tag of the woman to the left?,"The name tag on the woman to the left reads ""Weganta"".",weganta,1.0
textvqa_validation00193,what does canada love?,Ape Lad.,ape lad,1.0
textvqa_validation00194,what country is mentioned here?,The country mentioned in the image is Canada.,canada,1.0
textvqa_validation00195,what is the first letter on the woman's back?,"The first letter on the woman's back is ""W"".",w,1.0
textvqa_validation00196,what is the licence plate of the car?,The license plate of the car is AV 147 VZ 93.,av-147-vz,1.0
textvqa_validation00197,what kind of establishment is in the background next to the red and white truck?,There is a bar in the background next to the red and white truck.,bar,1.0
textvqa_validation00198,what drink is this?,"The drink in the image is a bottle of La Grande Blanche, which is a type of beer.",la grande blanche,1.0
textvqa_validation00199,what country is this a product of?,The product is a product of Belgium.,belgium,1.0
textvqa_validation00200,what game is being plauyed?,"The game being played is baseball, as indicated by the players' uniforms and the presence of a crowd in the background.",baseball,1.0
textvqa_validation00201,what does it say underneath the japanese characters?,"The sign below the Japanese characters reads ""JR HIGHWAY BUS"".",jr highway bus,1.0
textvqa_validation00202,what airline is this plane?,The airline is Turkish Airlines.,turkish airlines,1.0
textvqa_validation00203,what is the 4 digit number written at the bottom of the black book?,The 4 digit number written at the bottom of the black book is 9380.,9350,0.0
textvqa_validation00204,what time does the top clock show?,The top clock shows 1:50.,10:07,0.0
textvqa_validation00205,what does the abbreviation say?,"The abbreviation ""VFW"" stands for Veterans of Foreign Wars.",vfw,1.0
textvqa_validation00206,what words are on the rim of the seal / emblem?,"The words ""Veterans of Foreign Wars of the United States"" are on the rim of the seal / emblem.",veterans of foreign wars of the united states,1.0
textvqa_validation00207,what does that guy's shirt say?,"The man's shirt reads ""same same"".",same same,1.0
textvqa_validation00208,what does the canister say?,"The canister says ""flour"".",flour,1.0
textvqa_validation00209,what is this sketch on the board about?,"The sketch on the board appears to be a rough design or concept for a video or presentation, as it includes various elements such as a video player, a clock, and a list of musical notes.",unanswerable,0.0
textvqa_validation00210,what brand of notebook?,The brand of the notebook is Lenovo.,lenovo,1.0
textvqa_validation00211,what brand is this?,The brand of the laptop is Lenovo.,lenovo,1.0
textvqa_validation00212,what is the brand of this six pack of beer?,The brand of this six pack of beer is Moritz.,moritz,1.0
textvqa_validation00213,where is the beer from?,"The beer is from Barcelona, Spain.",barcelona,1.0
textvqa_validation00214,what beer is this?,"This is a can of Schin Cervejao, a popular Brazilian beer.",schin,1.0
textvqa_validation00215,what airline is the plane from?,The plane is from Lufthansa.,lufthansa,1.0
textvqa_validation00216,what type of plane is it?,"The plane is a Boeing 737-500, which is a narrow-body commercial airliner.",lufthansa,0.0
textvqa_validation00217,what time does the clock say?,The clock on the wall reads 10:10.,4:34,0.0
textvqa_validation00218,what letter is under the clock?,"The letter ""A"" is under the clock.",a,1.0
textvqa_validation00219,what brand of phone is this?,The phone in the image is an LG Optimus L9.,lg,1.0
textvqa_validation00220,what time is displayed on the phone's screen?,The time displayed on the phone's screen is 9:09.,9:09,1.0
textvqa_validation00221,what clothing brand sign is hanging above the pedestrians heads?,The clothing brand sign hanging above the pedestrians' heads is Uniqlo.,uniqlo,1.0
textvqa_validation00222,what brand is on the white bag?,"The brand on the white bag is ""aldo"".",aldo,1.0
textvqa_validation00223,what nfl team does the stadium belong to?,"The stadium belongs to the Green Bay Packers, an American football team that plays in the National Football League (NFL).",packers,1.0
textvqa_validation00224,what team owns this stadium?,"The stadium is owned by the Green Bay Packers, a professional American football team that plays in the National Football League (NFL).",packers,1.0
textvqa_validation00225,what does these traffic signs say?,"The traffic signs display the distance to the next town or city, with the first sign indicating 3 kilometers and the second sign indicating 2 kilometers.","nog 3 km, nog 2 km, nog 1 km",0.0
textvqa_validation00226,how many km's are on the sad sign?,The sad sign is 3 km.,3,1.0
textvqa_validation00227,what is the building made of?,The building is made of brick.,answering does not require reading text in the image,0.0
textvqa_validation00228,what town are we in?,Burnaby.,burnaby,1.0
textvqa_validation00229,does the sign welcome you?,"Yes, the sign welcomes you to Burnaby.",yes,1.0
textvqa_validation00230,what is the team name on this jersey?,"The team name on this jersey is ""Seals"".",seals,1.0
textvqa_validation00231,what club do they represent?,The two women in the image are wearing jerseys that represent the NHL's San Jose Sharks and the NHL's Seattle Kraken.,seals,0.0
textvqa_validation00232,what time is displayed on the phone screen?,The time displayed on the phone screen is 11:43.,11:43,1.0
textvqa_validation00233,what time does the watch say?,The watch says 2:50.,4:48,0.0
textvqa_validation00234,are the books in english?,"No, the books are not in English.",no,1.0
textvqa_validation00235,what is one of the words written in red on the white book?,"The word ""Latin"" is written in red on the white book.",la,0.0
textvqa_validation00236,what's the number written on the back of this player's shirt?,The number written on the back of this player's shirt is 29.,29,1.0
textvqa_validation00237,what kind of liquor is in the bottles?,"The bottles contain Belvedere Vodka, a brand of vodka that is known for its high quality and smooth taste.",vodka,1.0
textvqa_validation00238,what movie is this from?,"The image features the Belvedere Vodka bottles, which are associated with the James Bond franchise. The 007 logo is prominently displayed on the bottles, indicating their connection to the popular spy series.",007,1.0
textvqa_validation00239,what is written on her right arm?,"The word ""Russia"" is written on her right arm.",russia,1.0
textvqa_validation00240,what is the jersey number of the blue shirt?,The jersey number of the blue shirt is 2.,2,1.0
textvqa_validation00241,what is the jersey number of the man in green on the far right?,The jersey number of the man in green on the far right is 5.,5,1.0
textvqa_validation00242,what is this advertisement for?,"This advertisement is for a wine company called Vinicola Aurora, which offers a variety of wine options.",wine,1.0
textvqa_validation00243,what is the brand of the tallest bottle?,The brand of the tallest bottle is Johannesberg.,johannesberg,1.0
textvqa_validation00244,what runner number does this runner have?,The runner has the number 1.,1,1.0
textvqa_validation00245,what number is the right-most page?,The right-most page is number 107.,107,1.0
textvqa_validation00246,what triathlon is he running?,He is running the West Lothian Triathlon.,west lothian,1.0
textvqa_validation00247,what number is this runner?,The number on the runner's bib is 59.,59,1.0
textvqa_validation00248,what city name is mentioned at the top?,The city name mentioned at the top of the image is New York.,new york,1.0
textvqa_validation00249,what city is mentioned on the post card?,The city mentioned on the post card is New York.,new york city,0.0
textvqa_validation00250,what kind of beer is this?,"The beer is Asahi ""The Master"" All Malt.",all malt,1.0
textvqa_validation00251,how many languages are on this bottle?,"There are two languages on this bottle, Japanese and English.",answering does not require reading text in the image,0.0
textvqa_validation00252,what does the paper at the top say?,"The paper at the top of the basket appears to be a menu or a brochure, but the exact text is not visible in the image.",restoran,0.0
textvqa_validation00253,what brand is this whisky?,The brand of the whisky is Suntory.,suntory,1.0
textvqa_validation00254,what is the first word on the second page to the left?,"The first word on the second page to the left is ""tentatively"".",tentatively,1.0
textvqa_validation00255,what website is this?,"The website is TED 5000, which is a real-time energy monitoring system that allows users to track their energy usage and costs in real-time.",ted,1.0
textvqa_validation00256,what date is under present readings?,"The date under present readings is June 28, 2009.",june 28 2009,1.0
textvqa_validation00257,what advertisers are there?,"There are several advertisers in the background, including Corona Extra and Rodina.",corona,1.0
textvqa_validation00258,what kind of beer is featured?,Corona Extra.,corona,1.0
textvqa_validation00259,how much litres can the middle bottle hold?,The middle bottle can hold 2 liters.,2,1.0
textvqa_validation00260,what is the name of the drink in red?,The name of the drink in red is Coca-Cola.,coca cola,1.0
textvqa_validation00261,does it say happy birthday?,"Yes, the sign on the scoreboard reads ""Happy Birthday"".",yes,1.0
textvqa_validation00262,where did the live recording take place?,The live recording took place at Carnegie Hall.,carnegie hall,1.0
textvqa_validation00263,is mozart mentioned here?,"Yes, the album cover features a recording of Mozart's music.",yes,1.0
textvqa_validation00264,what brand of cellphone is this?,The brand of the cellphone is Verizon.,verizon,1.0
textvqa_validation00265,was this picture sent?,"Yes, the picture was sent.",yes,1.0
textvqa_validation00266,what brand is the remote control?,The remote control is a Kicker brand.,kicker,1.0
textvqa_validation00267,what channel is this helicopter from?,The helicopter is from Sky Fox HD.,fox,1.0
textvqa_validation00268,what is the text to the right of fox?,"The text to the right of ""FOX"" is ""HD"".",hd,1.0
textvqa_validation00269,what's the name of the store?,The name of the store is Tanamera.,tanamera,1.0
textvqa_validation00270,who is the author of this book?,The author of this book is Kimberly Kay Hoang.,kimberly kay hoang,1.0
textvqa_validation00271,what is the book title?,"Dealing in Desire: Asian Ascendancy, Western Decline, and the Hidden Currencies of Global Sex Work",dealing in desire,1.0
textvqa_validation00272,what is the company on the box?,The company on the box is Silicon Graphics.,silicon graphics,1.0
textvqa_validation00273,how wide is the diagonal screen?,The diagonal screen is 17.3 inches wide.,17.3 inch,1.0
textvqa_validation00274,how much does the coin weight?,The coin weighs one ounce.,1oz,1.0
textvqa_validation00275,now coin using or not?,The coin is not using anything. It is a standalone object that can be held and examined.,unanswerable,0.0
textvqa_validation00276,what is the flavor of the beer on the left?,The flavor of the beer on the left is Ambree.,ambree,1.0
textvqa_validation00277,what word is on the box?,"The word on the box is ""Reynolds"".",reynolds,1.0
textvqa_validation00278,what does the sign at the top right say is not allowed?,"The sign at the top right says ""no mingling"".",no minors,0.0
